               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.041096,            0.029956,          0.00027122,             0.67402,             0.59249,              0.6331,             0.29008,            0.043602,            0.017854,          0.00023933,           0.0091406,           0.0091406,           0.0091406
                  22,            0.040177,            0.026906,          0.00025551,             0.61587,             0.62414,             0.62073,             0.28071,            0.044645,            0.018249,          0.00026201,           0.0090557,           0.0090557,           0.0090557
                  23,            0.039415,            0.027684,          0.00023812,             0.58684,             0.63562,             0.61245,             0.27759,            0.044565,             0.01778,          0.00023883,           0.0089673,           0.0089673,           0.0089673
                  24,            0.039617,            0.026881,          0.00025517,             0.65947,             0.60451,             0.62106,             0.28736,            0.042729,            0.017919,          0.00027451,           0.0088755,           0.0088755,           0.0088755
                  25,            0.038541,            0.026388,          0.00023356,             0.65629,             0.58292,             0.61545,              0.2726,            0.043341,            0.018178,          0.00023166,           0.0087804,           0.0087804,           0.0087804
                  26,            0.038249,            0.026618,          0.00022657,             0.62638,             0.62192,             0.60859,             0.27063,            0.044199,            0.018373,          0.00022275,            0.008682,            0.008682,            0.008682
                  27,            0.038485,            0.025736,          0.00025111,             0.64796,             0.61237,              0.6272,             0.28834,            0.043411,            0.018101,          0.00023235,           0.0085805,           0.0085805,           0.0085805
                  28,            0.037403,             0.02512,          0.00020643,             0.65494,             0.54367,               0.576,             0.26532,            0.044124,            0.018691,          0.00020728,           0.0084759,           0.0084759,           0.0084759
                  29,             0.03711,            0.025142,          0.00021334,             0.68733,              0.5633,             0.62628,             0.28607,            0.043421,            0.018537,          0.00022762,           0.0083684,           0.0083684,           0.0083684
                  30,            0.037377,            0.026541,          0.00021641,             0.66108,             0.62401,             0.62603,             0.28994,            0.042859,            0.018614,           0.0002001,           0.0082581,           0.0082581,           0.0082581
                  31,            0.036751,            0.026014,          0.00019312,             0.62411,             0.61923,             0.60638,             0.26712,            0.043718,            0.018721,          0.00020964,            0.008145,            0.008145,            0.008145
                  32,            0.037062,            0.026525,           0.0002034,             0.64739,             0.58096,             0.60513,             0.27949,            0.044157,            0.018796,          0.00022193,           0.0080294,           0.0080294,           0.0080294
                  33,            0.036164,             0.02449,          0.00019763,             0.69133,             0.59372,             0.63191,             0.29408,            0.044123,            0.018659,          0.00019644,           0.0079112,           0.0079112,           0.0079112
                  34,            0.036165,            0.024962,          0.00017073,             0.67692,             0.60244,             0.61879,             0.28332,            0.044065,            0.018765,          0.00019481,           0.0077907,           0.0077907,           0.0077907
                  35,            0.035815,            0.024181,          0.00018183,             0.65393,             0.60637,              0.6128,              0.2868,            0.044109,            0.018199,          0.00018261,           0.0076679,           0.0076679,           0.0076679
                  36,            0.035495,            0.026373,          0.00018084,             0.68009,             0.61138,             0.63901,             0.29559,            0.043659,            0.018191,          0.00020274,            0.007543,            0.007543,            0.007543
                  37,            0.035562,            0.023823,          0.00017761,             0.68416,             0.59961,             0.63358,             0.29386,            0.042638,            0.018283,          0.00016095,            0.007416,            0.007416,            0.007416
                  38,            0.035102,            0.025686,          0.00016194,              0.6885,             0.58194,             0.62885,             0.29517,            0.043534,            0.018782,          0.00017096,           0.0072872,           0.0072872,           0.0072872
                  39,            0.035033,            0.026659,           0.0001651,             0.67638,             0.59071,             0.62082,             0.30289,            0.042464,            0.019328,          0.00019038,           0.0071566,           0.0071566,           0.0071566
                  40,            0.034344,            0.025855,          0.00017181,             0.65265,             0.58292,             0.61161,             0.29137,            0.043006,            0.018706,          0.00015915,           0.0070243,           0.0070243,           0.0070243
                  41,            0.033901,            0.024398,          0.00015845,             0.63169,              0.6104,             0.59652,             0.28417,            0.044297,            0.019444,          0.00016544,           0.0068906,           0.0068906,           0.0068906
                  42,            0.034319,            0.025519,          0.00014932,             0.62466,              0.6043,             0.60945,             0.28881,            0.044168,            0.019218,          0.00019217,           0.0067555,           0.0067555,           0.0067555
                  43,            0.033279,             0.02513,          0.00015954,             0.64015,             0.57311,             0.58229,             0.27667,            0.044107,            0.020027,          0.00018891,           0.0066191,           0.0066191,           0.0066191
                  44,            0.033717,            0.023356,          0.00014862,             0.63902,             0.61499,             0.60047,             0.27855,            0.042788,            0.019599,          0.00017765,           0.0064816,           0.0064816,           0.0064816
                  45,            0.033052,            0.023917,          0.00017118,             0.67601,             0.58357,             0.61549,             0.28434,            0.043295,            0.019756,          0.00019486,           0.0063432,           0.0063432,           0.0063432
                  46,            0.032954,            0.023128,          0.00014964,             0.66247,             0.58391,             0.60741,             0.28665,            0.042759,            0.019694,          0.00018948,            0.006204,            0.006204,            0.006204
                  47,            0.031971,            0.022294,          0.00013621,             0.64657,             0.60059,             0.59784,              0.2898,            0.042749,            0.020294,           0.0001762,            0.006064,            0.006064,            0.006064
                  48,            0.032471,            0.023685,          0.00012209,             0.67971,              0.6104,             0.62683,             0.29856,            0.042015,             0.01905,          0.00014222,           0.0059235,           0.0059235,           0.0059235
                  49,            0.031753,            0.023904,          0.00011924,             0.64334,             0.62218,             0.61773,             0.28554,            0.042444,            0.019948,           0.0001507,           0.0057826,           0.0057826,           0.0057826
                  50,            0.030758,            0.022879,          0.00011347,             0.70078,             0.59764,             0.62517,             0.29992,            0.043358,            0.020287,          0.00015407,           0.0056413,           0.0056413,           0.0056413
                  51,            0.031257,            0.022617,          0.00012239,             0.72006,             0.60353,             0.62498,             0.29624,            0.043836,            0.019902,          0.00015591,              0.0055,              0.0055,              0.0055
                  52,            0.030444,            0.021413,          0.00010715,             0.68853,             0.59666,             0.61685,             0.29766,            0.042604,            0.020573,           0.0001387,           0.0053587,           0.0053587,           0.0053587
                  53,            0.029863,            0.021645,          0.00010804,             0.66505,             0.60014,             0.60966,             0.28958,            0.042602,            0.020579,          0.00014547,           0.0052174,           0.0052174,           0.0052174
                  54,            0.029457,             0.02275,          9.8855e-05,             0.64495,              0.6212,             0.58891,             0.28753,            0.043346,            0.020525,           0.0001362,           0.0050765,           0.0050765,           0.0050765
                  55,            0.029795,            0.022285,          9.9984e-05,             0.68686,             0.57115,             0.58847,             0.28073,            0.043784,            0.020998,          0.00017042,            0.004936,            0.004936,            0.004936
                  56,             0.02954,            0.022277,          0.00010447,             0.69769,             0.59078,             0.59242,              0.2792,             0.04363,            0.020895,          0.00016502,            0.004796,            0.004796,            0.004796
                  57,            0.029467,            0.021727,          0.00012332,              0.6438,             0.61724,             0.58479,             0.28483,            0.043384,            0.020681,          0.00017376,           0.0046568,           0.0046568,           0.0046568
                  58,            0.028936,             0.02142,          0.00010113,             0.68797,             0.58881,             0.60573,             0.29655,            0.044155,            0.021174,          0.00018317,           0.0045184,           0.0045184,           0.0045184
                  59,            0.028424,            0.020979,          9.5455e-05,             0.70793,             0.59467,             0.61406,             0.29899,             0.04326,            0.020653,          0.00017539,           0.0043809,           0.0043809,           0.0043809
                  60,            0.028466,            0.021465,          9.7619e-05,             0.64977,              0.6055,             0.60208,             0.27973,            0.043966,            0.020915,          0.00014843,           0.0042445,           0.0042445,           0.0042445
                  61,            0.028507,              0.0217,           9.073e-05,              0.6477,             0.61523,             0.60408,             0.29602,            0.043192,            0.020832,          0.00014455,           0.0041094,           0.0041094,           0.0041094
                  62,            0.027922,            0.021027,          8.5101e-05,             0.66254,             0.57998,             0.59472,             0.28328,            0.043131,            0.020698,          0.00011893,           0.0039757,           0.0039757,           0.0039757
                  63,            0.027721,            0.020581,          8.1152e-05,             0.66963,             0.63297,             0.64123,             0.31075,            0.043089,            0.020987,          0.00014624,           0.0038434,           0.0038434,           0.0038434
                  64,            0.027268,            0.020532,          7.9793e-05,             0.67673,             0.63101,             0.62325,             0.30005,            0.043508,            0.021225,          0.00014148,           0.0037128,           0.0037128,           0.0037128
                  65,            0.027747,            0.023107,          7.9483e-05,             0.68383,             0.59274,             0.61072,             0.29207,             0.04406,            0.021492,          0.00014016,            0.003584,            0.003584,            0.003584
                  66,            0.026961,            0.020253,          8.8367e-05,             0.67665,             0.59372,             0.61181,             0.29316,            0.043463,            0.021148,          0.00015381,            0.003457,            0.003457,            0.003457
                  67,            0.026584,            0.019905,          7.4257e-05,             0.67634,             0.61725,             0.62478,              0.2999,            0.043574,            0.021097,          0.00015662,           0.0033321,           0.0033321,           0.0033321
                  68,            0.026026,            0.019942,          7.8743e-05,             0.67152,             0.62414,               0.613,             0.29129,            0.043884,            0.021935,          0.00013783,           0.0032093,           0.0032093,           0.0032093
                  69,            0.025798,            0.020077,           7.613e-05,             0.67005,             0.63592,             0.61671,             0.29376,            0.043776,            0.021304,          0.00013338,           0.0030888,           0.0030888,           0.0030888
                  70,             0.02628,            0.019302,          7.4441e-05,             0.70527,             0.60844,             0.62102,              0.3062,            0.043914,            0.021934,          0.00014891,           0.0029706,           0.0029706,           0.0029706
                  71,             0.02529,            0.020409,          5.9973e-05,             0.71211,             0.59961,             0.61971,             0.29722,             0.04429,            0.021631,          0.00012827,            0.002855,            0.002855,            0.002855
                  72,             0.02538,            0.019981,           6.251e-05,             0.69508,             0.63788,             0.63325,             0.30246,            0.043282,            0.021653,          0.00013068,           0.0027419,           0.0027419,           0.0027419
                  73,             0.02548,            0.019837,          6.6561e-05,              0.6597,               0.624,             0.60681,             0.29703,            0.043626,            0.022021,          0.00012018,           0.0026316,           0.0026316,           0.0026316
                  74,            0.024787,            0.019779,          7.7917e-05,             0.68307,             0.62414,              0.6217,             0.29746,            0.043477,            0.022249,          0.00015923,           0.0025241,           0.0025241,           0.0025241
                  75,            0.024701,            0.018308,          5.6719e-05,             0.72382,             0.61213,              0.6327,             0.30498,            0.043641,            0.022153,          0.00013406,           0.0024195,           0.0024195,           0.0024195
                  76,            0.024133,            0.019934,          7.2396e-05,             0.71345,             0.62316,             0.61814,             0.29471,            0.044221,            0.022351,          0.00013473,            0.002318,            0.002318,            0.002318
                  77,             0.02369,            0.018387,          5.2432e-05,             0.69568,             0.61022,             0.61392,             0.29486,            0.044173,             0.02253,          0.00013958,           0.0022196,           0.0022196,           0.0022196
                  78,             0.02374,             0.01812,          5.1753e-05,             0.71287,             0.59938,             0.60564,             0.29139,            0.044303,            0.022718,          0.00014384,           0.0021245,           0.0021245,           0.0021245
                  79,            0.023887,            0.017899,          5.1395e-05,             0.72118,             0.58685,             0.61708,             0.29142,            0.043844,            0.022781,          0.00012707,           0.0020327,           0.0020327,           0.0020327
                  80,            0.024326,            0.019067,          5.1547e-05,             0.69758,             0.60438,             0.60959,             0.29549,            0.043794,             0.02308,          0.00015333,           0.0019443,           0.0019443,           0.0019443
                  81,            0.023313,              0.0194,          6.6115e-05,             0.68386,              0.5944,             0.58706,              0.2871,            0.044306,            0.023498,          0.00017198,           0.0018594,           0.0018594,           0.0018594
                  82,            0.023569,            0.018893,          4.8952e-05,             0.73405,             0.59078,             0.61234,             0.29704,            0.044641,            0.023701,           0.0001793,           0.0017781,           0.0017781,           0.0017781
                  83,            0.023468,            0.019107,          4.7165e-05,             0.70477,             0.59568,             0.59835,               0.289,            0.045136,            0.023501,          0.00016855,           0.0017005,           0.0017005,           0.0017005
                  84,            0.022944,            0.018008,          4.5648e-05,              0.7076,             0.59847,             0.59975,             0.28926,            0.045093,            0.023627,          0.00016579,           0.0016267,           0.0016267,           0.0016267
                  85,            0.022514,            0.016747,          4.6012e-05,             0.69926,             0.60255,             0.60597,             0.29058,            0.044433,            0.023467,          0.00015304,           0.0015566,           0.0015566,           0.0015566
                  86,            0.022843,            0.018703,            4.37e-05,             0.67011,             0.62022,             0.61072,             0.29174,            0.044985,            0.023548,          0.00014909,           0.0014905,           0.0014905,           0.0014905
                  87,            0.021861,            0.017835,          4.1298e-05,              0.6882,              0.6261,             0.61578,             0.29763,            0.044619,             0.02323,          0.00014982,           0.0014283,           0.0014283,           0.0014283
                  88,            0.022056,              0.0172,          4.2391e-05,             0.69887,             0.60157,             0.61426,             0.29716,            0.044336,            0.023552,          0.00014885,           0.0013701,           0.0013701,           0.0013701
                  89,            0.021516,              0.0176,          3.8374e-05,             0.72088,             0.60648,             0.62872,             0.30032,             0.04454,            0.023224,          0.00013733,            0.001316,            0.001316,            0.001316
                  90,            0.021745,            0.016576,          4.1708e-05,             0.68001,             0.61531,             0.61098,             0.30054,            0.044534,            0.023738,          0.00013888,            0.001266,            0.001266,            0.001266
                  91,            0.021864,            0.016683,          3.8419e-05,             0.68709,             0.59372,             0.60888,             0.30296,            0.044925,            0.023332,          0.00013769,           0.0012202,           0.0012202,           0.0012202
                  92,            0.021919,            0.018108,          4.0071e-05,             0.67922,             0.61531,             0.60959,              0.2986,            0.044368,            0.023186,          0.00012749,           0.0011787,           0.0011787,           0.0011787
                  93,            0.021425,            0.019604,          4.1143e-05,             0.67412,             0.61923,             0.61175,             0.30069,            0.044325,             0.02331,          0.00013134,           0.0011414,           0.0011414,           0.0011414
                  94,            0.021271,             0.01655,          3.9191e-05,             0.69487,             0.60341,             0.60044,              0.2902,            0.044909,            0.023676,          0.00013724,           0.0011084,           0.0011084,           0.0011084
                  95,            0.021073,            0.017262,          3.5244e-05,             0.67965,             0.62218,             0.60515,             0.29733,            0.045454,            0.024174,            0.000162,           0.0010797,           0.0010797,           0.0010797
                  96,             0.02125,            0.016964,          3.6487e-05,             0.69631,             0.58783,             0.60113,             0.30047,            0.045164,            0.023975,          0.00016327,           0.0010554,           0.0010554,           0.0010554
                  97,            0.021342,            0.017129,          3.7876e-05,             0.71449,             0.59274,             0.61975,             0.30817,            0.045186,            0.023609,          0.00016684,           0.0010355,           0.0010355,           0.0010355
                  98,            0.020763,            0.016627,            3.52e-05,             0.69462,              0.6094,             0.61944,             0.30597,            0.044681,            0.023653,          0.00014513,             0.00102,             0.00102,             0.00102
                  99,             0.02068,            0.016305,          3.5649e-05,              0.7129,             0.60942,              0.6216,             0.30695,            0.045022,            0.023538,          0.00015272,           0.0010089,           0.0010089,           0.0010089
