               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,             0.04408,            0.029273,          0.00029947,             0.54403,             0.46712,             0.47402,             0.20168,            0.050482,            0.019136,          0.00032257,           0.0092219,           0.0092219,           0.0092219
                  21,            0.044283,            0.031121,            0.000288,             0.58926,             0.50121,             0.50272,             0.20473,            0.049825,            0.018446,          0.00027989,           0.0091406,           0.0091406,           0.0091406
                  22,            0.043788,            0.030892,          0.00029087,             0.60628,             0.58194,             0.59783,             0.25749,            0.047238,             0.01768,          0.00029254,           0.0090557,           0.0090557,           0.0090557
                  23,            0.043185,            0.028295,          0.00025588,             0.59252,             0.52895,             0.53874,             0.21319,            0.050931,            0.017737,          0.00022662,           0.0089673,           0.0089673,           0.0089673
                  24,            0.044343,            0.029445,          0.00024644,              0.4911,             0.54269,             0.48524,             0.18468,            0.049399,            0.019238,          0.00026426,           0.0088755,           0.0088755,           0.0088755
                  25,            0.042778,            0.027681,          0.00028034,             0.56995,             0.54625,             0.52247,             0.22133,            0.051271,             0.01818,           0.0002721,           0.0087804,           0.0087804,           0.0087804
                  26,            0.042629,            0.029605,          0.00025794,             0.61359,             0.60157,             0.59631,             0.26293,            0.048047,            0.017692,          0.00023672,            0.008682,            0.008682,            0.008682
                  27,            0.042338,             0.02715,          0.00022952,             0.55273,             0.63788,             0.59588,             0.24892,            0.046678,            0.017847,           0.0002386,           0.0085805,           0.0085805,           0.0085805
                  28,            0.041076,            0.028778,          0.00023734,             0.62098,             0.60157,             0.60619,             0.26421,            0.047432,            0.017739,          0.00025965,           0.0084759,           0.0084759,           0.0084759
                  29,            0.040276,             0.02587,           0.0002272,             0.57259,             0.54073,             0.54553,             0.24329,             0.04688,            0.018573,          0.00024021,           0.0083684,           0.0083684,           0.0083684
                  30,            0.041033,            0.030464,          0.00020933,             0.59307,             0.56133,             0.55182,             0.24632,            0.047221,            0.018842,          0.00020494,           0.0082581,           0.0082581,           0.0082581
                  31,            0.040805,            0.027574,          0.00020933,             0.67736,             0.58979,             0.61311,              0.2719,            0.046553,            0.018207,          0.00021976,            0.008145,            0.008145,            0.008145
                  32,            0.040743,            0.028997,          0.00021077,             0.62905,             0.53582,             0.56763,             0.25157,            0.047834,            0.018652,          0.00021726,           0.0080294,           0.0080294,           0.0080294
                  33,            0.040314,            0.027721,          0.00020638,             0.63514,             0.57605,             0.58474,             0.24202,             0.04676,            0.018255,          0.00019891,           0.0079112,           0.0079112,           0.0079112
                  34,            0.039669,            0.027191,          0.00020551,             0.64317,             0.55741,             0.58939,             0.25356,            0.044933,            0.017882,          0.00018173,           0.0077907,           0.0077907,           0.0077907
                  35,            0.038584,            0.027713,          0.00016335,             0.65182,             0.60811,             0.62559,             0.27913,            0.046005,            0.017609,          0.00017407,           0.0076679,           0.0076679,           0.0076679
                  36,            0.039148,            0.031021,          0.00018985,             0.63977,             0.57864,             0.60128,             0.26964,            0.046085,            0.018382,          0.00018214,            0.007543,            0.007543,            0.007543
                  37,            0.038618,            0.027938,          0.00017456,             0.63108,             0.55937,             0.57076,             0.25665,            0.047016,            0.018448,          0.00018947,            0.007416,            0.007416,            0.007416
                  38,            0.038401,            0.026293,          0.00015948,             0.54993,             0.61034,             0.56041,             0.24577,            0.047608,              0.0184,          0.00016383,           0.0072872,           0.0072872,           0.0072872
                  39,            0.038002,            0.030133,          0.00015161,             0.67562,             0.53756,              0.5944,             0.26335,            0.046011,            0.017842,          0.00015854,           0.0071566,           0.0071566,           0.0071566
                  40,            0.037657,            0.027628,          0.00016505,             0.67598,              0.5633,             0.59719,             0.26684,            0.045982,            0.018284,          0.00015901,           0.0070243,           0.0070243,           0.0070243
                  41,            0.037994,            0.025926,           0.0001575,             0.64729,             0.56526,             0.59382,             0.26411,            0.046112,            0.018104,          0.00016297,           0.0068906,           0.0068906,           0.0068906
                  42,            0.037375,            0.025773,          0.00015547,             0.64273,             0.61433,             0.61334,             0.28104,            0.045579,            0.017848,           0.0001554,           0.0067555,           0.0067555,           0.0067555
                  43,            0.037203,            0.027049,          0.00014342,             0.62676,             0.59176,              0.6019,             0.27511,            0.045715,            0.018362,           0.0001579,           0.0066191,           0.0066191,           0.0066191
                  44,            0.037133,            0.023105,          0.00015048,             0.68072,              0.5947,               0.635,             0.28038,            0.045677,            0.017733,          0.00015656,           0.0064816,           0.0064816,           0.0064816
                  45,            0.036514,            0.025736,          0.00013837,             0.61771,             0.60942,             0.60862,             0.28095,            0.046658,            0.018349,          0.00014793,           0.0063432,           0.0063432,           0.0063432
                  46,            0.036337,            0.025964,          0.00012711,             0.64669,             0.58378,             0.59148,             0.27303,            0.045389,            0.018764,          0.00014304,            0.006204,            0.006204,            0.006204
                  47,            0.036311,            0.024337,          0.00013042,             0.65945,              0.5758,             0.59878,             0.26757,            0.045743,            0.018456,          0.00015523,            0.006064,            0.006064,            0.006064
                  48,            0.035602,            0.022934,          0.00012898,             0.66258,             0.59078,             0.60704,             0.27551,            0.046039,            0.018519,          0.00014461,           0.0059235,           0.0059235,           0.0059235
                  49,            0.035468,            0.025793,           0.0001213,             0.64269,             0.60648,             0.59572,             0.26851,             0.04761,            0.018182,          0.00014188,           0.0057826,           0.0057826,           0.0057826
                  50,            0.035087,            0.026782,          0.00013371,             0.63579,             0.63297,             0.61729,             0.28303,            0.045795,            0.018536,          0.00014102,           0.0056413,           0.0056413,           0.0056413
                  51,            0.035154,            0.026862,          0.00011981,             0.62423,             0.59274,             0.57933,               0.254,            0.046921,            0.018644,          0.00013706,              0.0055,              0.0055,              0.0055
                  52,            0.035433,            0.025675,          0.00012076,             0.68224,             0.56888,             0.60669,             0.27496,            0.046277,            0.019083,          0.00014556,           0.0053587,           0.0053587,           0.0053587
                  53,            0.033631,            0.021195,          0.00011185,              0.6625,             0.58194,              0.6072,             0.27997,            0.046428,            0.019178,          0.00013677,           0.0052174,           0.0052174,           0.0052174
                  54,            0.033288,            0.021777,          0.00010557,             0.63781,             0.60353,             0.60178,             0.28003,            0.045459,            0.019103,          0.00012502,           0.0050765,           0.0050765,           0.0050765
                  55,            0.033853,             0.02539,           0.0001034,             0.65743,             0.61586,             0.62666,             0.28666,            0.045119,            0.018722,          0.00011753,            0.004936,            0.004936,            0.004936
                  56,            0.033889,            0.027738,          0.00010108,             0.63744,             0.57311,             0.56916,             0.26974,            0.045077,            0.018907,          0.00011657,            0.004796,            0.004796,            0.004796
                  57,            0.032911,            0.023224,          0.00010314,             0.67046,             0.59961,             0.62257,             0.29164,            0.045271,            0.019192,          0.00011328,           0.0046568,           0.0046568,           0.0046568
                  58,            0.033244,            0.021799,          8.9216e-05,             0.67689,             0.60059,             0.60944,             0.28889,            0.045834,            0.018949,          0.00010514,           0.0045184,           0.0045184,           0.0045184
                  59,            0.032238,            0.024344,          9.0271e-05,             0.69727,             0.59961,             0.61867,             0.28829,            0.045433,            0.018909,          0.00010637,           0.0043809,           0.0043809,           0.0043809
                  60,            0.032639,            0.023749,          8.9209e-05,              0.6652,             0.60255,             0.60833,             0.28571,             0.04532,             0.01956,          0.00011756,           0.0042445,           0.0042445,           0.0042445
                  61,             0.03264,            0.024266,          9.3707e-05,             0.63762,             0.61727,             0.61045,             0.28874,            0.045491,             0.01925,          0.00011148,           0.0041094,           0.0041094,           0.0041094
                  62,            0.032651,             0.02436,          8.7634e-05,             0.67205,             0.58721,              0.6105,             0.29433,            0.045833,            0.019223,          0.00010632,           0.0039757,           0.0039757,           0.0039757
                  63,            0.032075,            0.022177,          8.5728e-05,             0.68439,             0.58685,             0.61312,             0.28963,            0.045952,            0.019492,           0.0001086,           0.0038434,           0.0038434,           0.0038434
                  64,            0.031114,            0.023574,          8.0195e-05,             0.66509,             0.61237,              0.6092,             0.28353,            0.045152,            0.019133,           9.886e-05,           0.0037128,           0.0037128,           0.0037128
                  65,            0.031555,            0.024635,          7.6037e-05,             0.67039,             0.63101,             0.62717,             0.29092,            0.045351,            0.019057,          9.7846e-05,            0.003584,            0.003584,            0.003584
                  66,            0.031081,            0.024491,          7.2606e-05,             0.67025,              0.6369,             0.63622,             0.29772,            0.044574,            0.019506,          9.4003e-05,            0.003457,            0.003457,            0.003457
                  67,            0.030714,            0.021343,          7.5983e-05,             0.70739,             0.59078,             0.62414,             0.29722,            0.045441,            0.019322,          9.6147e-05,           0.0033321,           0.0033321,           0.0033321
                  68,            0.030061,            0.021011,          7.2521e-05,             0.64573,             0.64214,             0.61281,              0.2923,            0.045712,            0.019149,            9.95e-05,           0.0032093,           0.0032093,           0.0032093
                  69,            0.030371,            0.023891,           6.841e-05,             0.64945,              0.6212,             0.61789,             0.30018,            0.045655,            0.019483,           9.258e-05,           0.0030888,           0.0030888,           0.0030888
                  70,             0.03111,            0.026533,          7.0157e-05,             0.63146,             0.63392,             0.61065,             0.30037,            0.045864,            0.019547,          9.4382e-05,           0.0029706,           0.0029706,           0.0029706
                  71,            0.029758,             0.02056,          6.2848e-05,             0.71475,             0.58769,             0.61362,             0.29693,             0.04564,            0.019313,          9.0038e-05,            0.002855,            0.002855,            0.002855
                  72,            0.029444,            0.024395,          5.9727e-05,             0.68138,             0.60442,             0.60866,             0.29409,            0.046225,            0.019969,          8.9728e-05,           0.0027419,           0.0027419,           0.0027419
                  73,            0.029793,            0.023499,          6.3658e-05,             0.65692,             0.62948,             0.61504,             0.29676,            0.045592,            0.019306,          9.1183e-05,           0.0026316,           0.0026316,           0.0026316
                  74,            0.029483,            0.020627,          5.8939e-05,             0.68255,             0.61403,             0.62899,             0.30367,            0.045288,            0.019617,          8.5235e-05,           0.0025241,           0.0025241,           0.0025241
                  75,            0.029687,            0.023796,          6.1004e-05,              0.6357,             0.62512,             0.62448,             0.29586,             0.04531,            0.019602,          8.3466e-05,           0.0024195,           0.0024195,           0.0024195
                  76,            0.028492,            0.020563,          5.8053e-05,             0.70854,             0.59643,             0.63144,             0.30857,            0.045862,            0.019988,          8.9194e-05,            0.002318,            0.002318,            0.002318
                  77,             0.02845,            0.019301,          6.1263e-05,             0.63494,             0.61825,             0.61509,             0.30221,            0.045904,            0.019712,          8.2565e-05,           0.0022196,           0.0022196,           0.0022196
                  78,            0.028415,            0.020874,          5.4715e-05,             0.65751,             0.61433,             0.61879,             0.30727,            0.045695,             0.02018,          9.1285e-05,           0.0021245,           0.0021245,           0.0021245
                  79,            0.028677,            0.020899,          5.4778e-05,              0.6916,             0.61727,             0.62589,             0.30387,             0.04566,            0.019976,          8.6101e-05,           0.0020327,           0.0020327,           0.0020327
                  80,            0.028169,            0.020022,          5.1646e-05,             0.63515,             0.64064,             0.61906,             0.30537,            0.045719,            0.020351,          8.8284e-05,           0.0019443,           0.0019443,           0.0019443
                  81,            0.027862,            0.021996,           5.345e-05,             0.67418,             0.58489,             0.60564,             0.29823,            0.046288,            0.020559,          9.3197e-05,           0.0018594,           0.0018594,           0.0018594
                  82,             0.02765,            0.022203,          5.0591e-05,              0.6947,             0.61433,             0.61987,             0.30166,            0.046238,             0.02019,          8.6868e-05,           0.0017781,           0.0017781,           0.0017781
                  83,            0.028022,            0.020844,          5.0352e-05,             0.69226,             0.60942,             0.61968,             0.30355,            0.045566,            0.020178,          8.5206e-05,           0.0017005,           0.0017005,           0.0017005
                  84,            0.027575,            0.019823,          4.9234e-05,             0.66304,             0.62178,               0.634,             0.31344,            0.046186,            0.020324,          8.4335e-05,           0.0016267,           0.0016267,           0.0016267
                  85,            0.027565,            0.020659,          4.7704e-05,             0.68353,             0.60831,               0.612,             0.30271,            0.045801,            0.020196,          7.9917e-05,           0.0015566,           0.0015566,           0.0015566
                  86,            0.027614,            0.021943,          4.6024e-05,             0.68496,              0.6081,             0.61937,             0.30678,            0.045751,            0.020385,          7.9839e-05,           0.0014905,           0.0014905,           0.0014905
                  87,            0.027625,            0.020495,          4.6267e-05,             0.69569,             0.60648,             0.61191,             0.30308,            0.045521,            0.020541,          7.9088e-05,           0.0014283,           0.0014283,           0.0014283
                  88,            0.027111,            0.019004,          4.4491e-05,              0.6687,             0.61999,             0.61696,             0.30197,            0.045819,            0.020604,          7.7951e-05,           0.0013701,           0.0013701,           0.0013701
                  89,            0.027269,            0.020597,          4.5084e-05,             0.66107,             0.62783,             0.61902,             0.30375,            0.046316,             0.02064,          8.0937e-05,            0.001316,            0.001316,            0.001316
                  90,            0.026384,            0.019464,          4.3441e-05,             0.67631,             0.61335,             0.61488,             0.30219,            0.046287,            0.020868,          8.0605e-05,            0.001266,            0.001266,            0.001266
                  91,            0.026696,            0.021302,           4.259e-05,             0.65485,              0.6261,             0.61869,             0.30469,            0.045727,            0.020504,           7.795e-05,           0.0012202,           0.0012202,           0.0012202
                  92,               0.027,            0.019616,          4.2979e-05,             0.68795,              0.6104,             0.62544,             0.30678,            0.046003,            0.020121,          8.0937e-05,           0.0011787,           0.0011787,           0.0011787
                  93,            0.026394,            0.021159,          4.2832e-05,             0.69795,             0.61923,             0.63052,             0.30806,            0.046081,            0.020829,          8.4537e-05,           0.0011414,           0.0011414,           0.0011414
                  94,            0.026381,            0.021742,          4.0587e-05,             0.69643,              0.6055,             0.61273,             0.29742,            0.045953,            0.020816,          7.5684e-05,           0.0011084,           0.0011084,           0.0011084
                  95,            0.026012,            0.018415,          5.5248e-05,             0.71293,              0.5947,             0.61786,             0.30708,            0.046327,            0.020765,          7.9958e-05,           0.0010797,           0.0010797,           0.0010797
                  96,            0.026545,            0.018615,           4.161e-05,              0.7106,             0.59372,             0.61153,             0.30259,            0.046212,             0.02043,          7.6931e-05,           0.0010554,           0.0010554,           0.0010554
                  97,            0.026161,            0.020037,          4.0546e-05,             0.69721,             0.60255,             0.62832,             0.31258,            0.046403,            0.020721,          7.5051e-05,           0.0010355,           0.0010355,           0.0010355
                  98,             0.02627,            0.023377,          4.1098e-05,             0.68128,             0.61335,             0.61584,              0.3109,            0.045835,            0.020828,          7.6347e-05,             0.00102,             0.00102,             0.00102
                  99,            0.025782,            0.018342,          3.9734e-05,             0.71131,             0.60255,             0.61986,              0.3031,             0.04632,             0.02063,          7.4644e-05,           0.0010089,           0.0010089,           0.0010089
